1107561600,1625.91,8.547,887.979,42.4016,862.834,1.2828
1108512000,1636.02,9.82045,982.648,26.9421,863.512,1.14114
1108944000,1631.31,6.08462,984.413,55.8182,864.763,2.81392
1108857600,1628.41,4.3853,1027.21,19.7081,866.271,2.17799
1108598400,1631.44,7.44862,981.843,28.9719,863.913,0.790776
1109116800,1636.15,8.78891,1002.88,17.8752,863.045,1.47271
1108684800,1631.87,8.37116,976.652,24.4009,863.229,1.96235
1107993600,1631.42,8.53112,928.847,15.8065,863.137,1.44362
1108425600,1637.93,4.98803,976.909,18.5669,864.129,1.2097
1107907200,1632.87,7.46763,893.978,23.3994,862.048,1.55902
1107129600,1623.36,8.04092,915.809,17.4862,860.966,1.55419
1108339200,1636.33,5.98411,959.177,27.4203,861.332,1.74279
1107216000,1624.25,7.87188,912.059,20.8843,860.131,0.82926
1108080000,1630.52,9.01677,920.316,21.2734,862.506,0.94358
1107734400,1632.47,6.92584,911.333,21.3197,863.916,1.36229
1108252800,1631.29,5.41141,943.711,19.5365,858.845,1.16161
1108166400,1630.43,4.07312,942.452,44.7566,861.802,3.72548
1107475200,1628.05,4.54571,945.913,14.1231,858.738,0.754271
1109030400,1634.96,4.81966,929.157,78.9244,864.764,1.07789
1106784000,1614.17,5.26471,919.354,23.6542,861.029,1.06446
1107820800,1626.49,4.0607,889.257,28.3058,864.57,2.63525
1108771200,1622.95,4.96196,928.534,46.9436,860.52,0.83986
1107388800,1626.23,4.77798,832.014,39.5747,859.446,1.10078
1106956800,1614.44,6.72449,927.194,17.3409,860.795,1.53281
1107302400,1625.65,7.61188,902.167,21.6974,861.111,2.24939
1106870400,1613.53,6.17207,920.243,21.9614,862.576,1.34273
1107648000,1631.89,8.14265,911.76,23.3019,862.457,1.62957
1107043200,1620.96,6.97539,878.095,23.9586,859.475,0.888917
